cmhv4albx00038n2bjnhjzpfm	1	59.00	\N	cmhv4albx00018n2bexk2dpgl	cmhv1jc4s00057b2cto9zcf2w
cmhxgvkc80003bx1tsvxy05lh	1	59.00	\N	cmhxgvkc80001bx1tozda6r62	cmhv1jc4s00057b2cto9zcf2w
\.


