cmhv4albx00018n2bexk2dpgl	ORD-1762898573948-gt355vr4u	PENDING	59.00	\N	2025-11-11 22:02:53.949	2025-11-11 22:02:53.949	cmhqb1j2e00028p2cdpmnmv90	room-101	guest-101	cmhqb1j2900008p2c1d2ruo7w
cmhxgvkc80001bx1tozda6r62	ORD-1763040640182-e6cxd0nyo	READY	59.00	\N	2025-11-13 13:30:40.184	2025-11-13 13:32:08.548	cmhqb1j2e00028p2cdpmnmv90	room-101	guest-101	cmhqb1j2900008p2c1d2ruo7w
\.


